,title,ROI,profit,prod_budget,dom_gross,world_gross,genres,director,writer,runtime_min,release_date
4994,the sessions,1049.5203999999999,10495204,1000000,6002451,11495204,"['None', 'Biography', 'Drama', 'Comedy']",['Ben Lewin'],"['Ben Lewin', ""Mark O'Brien""]",95.0,2012-10-19
4995,the shadow,-20.411,-8164400,40000000,31835600,31835600,['None'],[nan],[nan],,1994-07-01
4996,the shaggy dog,45.20594833333333,27123569,60000000,61123569,87123569,['None'],[nan],[nan],,2006-03-10
4997,the shallows,813.5649384615384,105763442,13000000,55121623,118763442,"['Drama', 'Horror', 'Thriller']",['Jaume Collet-Serra'],['Anthony Jaswinski'],86.0,2016-06-24
4998,the shape of water,904.0553538461538,176290794,19500000,63859435,195790794,"['Drama', 'Adventure', 'Fantasy', 'Romance']",['Guillermo del Toro'],"['Guillermo del Toro', 'Vanessa Taylor']",123.0,2017-12-01
4999,the shawshank redemption,13.228367999999998,3307092,25000000,28241469,28307092,['None'],[nan],[nan],,1994-09-23
5000,the shining,135.41172105263158,25728227,19000000,44017374,44728227,['None'],[nan],[nan],,1980-05-23
5001,the shipping news,-30.269071428571433,-10594175,35000000,11405825,24405825,['None'],[nan],[nan],,2001-12-25
5002,the siege,66.60828285714285,46625798,70000000,40934175,116625798,['None'],[nan],[nan],,1998-11-06
5003,the signal,-33.36695,-1334678,4000000,600896,2665322,"['None', 'Thriller', 'Science Fiction', 'Sci-Fi', 'Mystery', 'Drama']","['William Eubank', nan]","['David Frigerio', nan, 'Carlyle Eubank', 'William Eubank']",97.0,2014-06-13
5004,the silence of the lambs,1278.63358,255726716,20000000,130726716,275726716,['None'],[nan],[nan],,1991-02-14
5005,the simpsons movie,626.9945131034483,454571022,72500000,183135014,527071022,['None'],[nan],[nan],,2007-07-27
5006,the singing detective,-93.4406625,-7475253,8000000,336456,524747,['None'],[nan],[nan],,2003-10-24
5007,the singles ward,150.15959999999998,750798,500000,1250798,1250798,['None'],[nan],[nan],,2002-02-01
5008,the sisterhood of night,-99.313,-993130,1000000,6870,6870,"['Drama', 'None', 'Thriller', 'Mystery']",[nan],[nan],,2015-04-10
5009,the sisterhood of the traveling pants,66.24046799999999,16560117,25000000,39053061,41560117,['None'],[nan],[nan],,2005-06-01
5010,the sisterhood of the traveling pants 2,63.96344814814815,17270131,27000000,44089964,44270131,['None'],[nan],[nan],,2008-08-06
5011,the sisters brothers,-65.41301052631579,-24856944,38000000,3143056,13143056,"['Comedy', 'Western', 'Adventure', 'Crime', 'Drama']",['Jacques Audiard'],"['Patrick DeWitt', 'Thomas Bidegain', 'Jacques Audiard']",122.0,2018-09-21
5012,the sitter,54.99761600000001,13749404,25000000,30542576,38749404,['Comedy'],['David Gordon Green'],"['Alessandro Tanaka', 'Brian Gatewood']",81.0,2011-12-09
5013,the sixth sense,1582.01573,632806292,40000000,293506292,672806292,['None'],[nan],[nan],,1999-08-06
5014,the skeleton key,130.642295,52256918,40000000,47907715,92256918,['None'],[nan],[nan],,2005-08-12
5015,the skeleton twins,479.7192,4797192,1000000,5284309,5797192,"['Drama', 'Romance', 'Comedy']",['Craig Johnson'],"['Craig Johnson', 'Mark Heyman']",93.0,2014-09-12
5016,the skulls,133.3812,20007180,15000000,35007180,35007180,['None'],[nan],[nan],,2000-03-31
5017,the slaughter rule,-97.3732,-486866,500000,13134,13134,['None'],[nan],[nan],,2003-01-10
5018,the sleepwalker,-99.76036363636364,-1097364,1100000,2636,2636,"['None', 'Drama']",['Mona Fastvold'],"['Brady Corbet', 'Mona Fastvold']",91.0,2014-11-21
5019,the smurfs,412.4993845454545,453749323,110000000,142614158,563749323,"['Comedy', 'Family', 'Adventure', 'Animation', 'Fantasy']",['Raja Gosnell'],"['David Ronn', 'Peyo', 'J. David Stem', 'Jay Scherick', 'David N. Weiss']",103.0,2011-07-29
5020,the smurfs 2,216.86138454545457,238547523,110000000,71017784,348547523,"['Comedy', 'Family', 'Adventure', 'Animation', 'Fantasy']",['Raja Gosnell'],"['Karey Kirkpatrick', 'David Ronn', 'Peyo', 'J. David Stem', 'Jay Scherick', 'David N. Weiss']",105.0,2013-07-31
5021,the snowman,23.503274285714284,8226146,35000000,6670765,43226146,"['Thriller', 'Horror', 'Crime', 'Mystery', 'Drama']",['Tomas Alfredson'],"['Peter Straughan', 'Hossein Amini', 'Jo Nesbø', 'Søren Sveistrup']",119.0,2017-10-20
5022,the social network,462.30533749999995,184922135,40000000,96962694,224922135,"['Drama', 'Biography']",['David Fincher'],"['Aaron Sorkin', 'Ben Mezrich']",120.0,2010-10-01
5023,the soloist,-35.79591666666666,-21477550,60000000,31853584,38522450,['None'],[nan],[nan],,2009-04-24
5024,the son of no one,-92.34281333333332,-13851422,15000000,30680,1148578,"['Drama', 'Crime', 'Thriller', 'Action']",['Dito Montiel'],['Dito Montiel'],90.0,2011-11-04
5025,the sorcerer s apprentice,36.24145,57986320,160000000,63150991,217986320,"['None', 'Action', 'Adventure', 'Family']",['Jon Turteltaub'],"['Mark Rosenthal', 'Matt Lopez', 'Carlo Bernard', 'Lawrence Konner', 'Doug Miro']",109.0,2010-07-14
5026,the sound and the shadow,-100.0,-500000,500000,0,0,"['None', 'Thriller', 'Mystery', 'Comedy']",['Justin Paul Miller'],"['Sam Zvibleman', 'Justin Paul Miller']",90.0,2014-12-31
5027,the sound of music,3390.4181219512197,278014286,8200000,163214286,286214286,['None'],[nan],[nan],,1965-03-02
5028,the space between us,-45.06198333333333,-13518595,30000000,7885294,16481405,"['Drama', 'Science Fiction', 'Adventure', 'Romance']",['Peter Chelsom'],"['Allan Loeb', 'Stewart Schill', 'Richard Barton Lewis']",120.0,2017-02-03
5029,the spanish prisoner,38.3513,3835130,10000000,10162034,13835130,['None'],[nan],[nan],,1998-04-03
5030,the specialist,27.472402222222218,12362581,45000000,57362581,57362581,['None'],[nan],[nan],,1994-10-07
5031,the specials,-98.7004,-987004,1000000,12996,12996,['None'],[nan],[nan],,2000-09-22
5032,the spectacular now,176.67804,4416951,2500000,6852971,6916951,"['None', 'Romance', 'Drama', 'Comedy']",['James Ponsoldt'],"['Scott Neustadter', 'Tim Tharp', 'Michael H. Weber']",95.0,2013-08-02
5033,the spiderwick chronicles,76.04288324324324,70339667,92500000,71195053,162839667,['None'],[nan],[nan],,2008-02-14
5034,the spirit,-34.989686666666664,-20993812,60000000,19806188,39006188,['None'],[nan],[nan],,2008-12-25
5035,the spongebob movie sponge out of water,320.2880824324324,237013181,74000000,162994032,311013181,"['Comedy', 'Family', 'Adventure', 'Animation', 'Fantasy']","['Mike Mitchell', 'Paul Tibbitt']","['Jonathan Aibel', 'Vincent Waller', 'Glenn Berger', 'Paul Tibbitt', 'Stephen Hillenburg']",92.0,2015-02-06
5036,the spy next door,66.97449285714285,18752858,28000000,24307106,46752858,"['Comedy', 'Action', 'Family']",['Brian Levant'],"['Jonathan Bernstein', 'Gregory Poirier', 'James Greer']",94.0,2010-01-15
5037,the spy who loved me,1224.2857142857142,171400000,14000000,46800000,185400000,['None'],[nan],[nan],,1977-07-13
5038,the square,-61.00357894736842,-1159068,1900000,406216,740932,"['None', 'Documentary', 'History', 'Drama']","[nan, 'Jehane Noujaim']","[nan, None]",108.0,2010-04-09
5039,the squid and the whale,646.0948666666667,9691423,1500000,7372734,11191423,['None'],[nan],[nan],,2005-10-05
5040,the star,213.79005,42758010,20000000,40847995,62758010,"['Comedy', 'Family', 'Adventure', 'Animation', 'Fantasy']",['Timothy Reckart'],"['Simon Moore', 'Carlos Kotkin']",86.0,2017-11-17
5041,the statement,-94.27754074074073,-25454936,27000000,765637,1545064,['None'],[nan],[nan],,2003-12-12
5042,the station agent,1794.0418000000002,8970209,500000,5801558,9470209,['None'],[nan],[nan],,2003-10-03
5043,the stepfather,46.137805,9227561,20000000,29062561,29227561,['None'],[nan],[nan],,2009-10-16
5044,the stepford wives,-3.778029,-3778029,100000000,59475623,96221971,['None'],[nan],[nan],,2004-06-11
5045,the stewardesses,12400.0,24800000,200000,13500000,25000000,['None'],[nan],[nan],,1969-07-25
5046,the sticky fingers of time,-91.7488,-229372,250000,18195,20628,['None'],[nan],[nan],,1999-01-08
5047,the sting,2802.115036363636,154116327,5500000,159616327,159616327,['None'],[nan],[nan],,1973-12-25
5048,the story of us,-45.79994,-22899970,50000000,27100030,27100030,['None'],[nan],[nan],,1999-10-15
5049,the straight story,-38.021339999999995,-3802134,10000000,6197866,6197866,['None'],[nan],[nan],,1999-10-15
5050,the strangers,822.7964,74051676,9000000,52597610,83051676,['None'],[nan],[nan],,2008-05-30
5051,the strangers prey at night,499.20102,24960051,5000000,24431472,29960051,"['Horror', 'Thriller']",['Johannes Roberts'],"['Ben Ketai', 'Bryan Bertino']",85.0,2018-03-09
5052,the sum of all fears,184.55882352941177,125500000,68000000,118471320,193500000,['None'],[nan],[nan],,2002-05-31
5053,the sun is also a star,-39.6219,-3565971,9000000,4950029,5434029,"['None', 'Romance', 'Drama']",['Ry Russo-Young'],"['Nicola Yoon', 'Tracy Oliver']",100.0,2019-05-17
5054,the sweeney,77.7859111111111,3500366,4500000,26345,8000366,"['None', 'Action', 'Crime']",[nan],[nan],,2013-03-01
5055,the sweet hereafter,59.02494,2951247,5000000,4306697,7951247,['None'],[nan],[nan],,1997-10-10
5056,the sweetest thing,46.69478139534884,20078756,43000000,24430272,63078756,['None'],[nan],[nan],,2002-04-12
5057,the switch,162.41297368421053,30858465,19000000,27758465,49858465,"['Comedy', 'Romance', 'Drama']","['Will Speck', 'Josh Gordon']","['Allan Loeb', 'Jeffrey Eugenides']",101.0,2010-08-20
5058,the tailor of panama,52.731405555555554,9491653,18000000,13491653,27491653,['None'],[nan],[nan],,2001-03-30
5059,the taking of pelham 123,38.51306363636364,42364370,110000000,65452312,152364370,['None'],[nan],[nan],,2009-06-12
5060,the taking of pelham one two three,-100.0,-3800000,3800000,0,0,['None'],[nan],[nan],,1974-12-31
5061,the tale of despereaux,50.80386166666667,30482317,60000000,50877145,90482317,"['None', 'Animation', 'Adventure', 'Family']",[nan],[nan],,2008-12-19
5062,the talented mr ripley,221.98033750000002,88792135,40000000,81292135,128792135,['None'],[nan],[nan],,1999-12-24
5063,the tempest,-98.610285,-19722057,20000000,277943,277943,"['Drama', 'Fantasy', 'Comedy']","['Julie Taymor', 'Des McAnuff']","['William Shakespeare', 'Julie Taymor']",110.0,2010-12-10
5064,the ten,-85.01567619047619,-4463323,5250000,769726,786677,['None'],[nan],[nan],,2007-08-03
5065,the ten commandments,532.8482666666667,71934516,13500000,85400591,85434516,['None'],[nan],[nan],,1956-10-05
5066,the terminal,191.56527866666667,143673959,75000000,77073959,218673959,['None'],[nan],[nan],,2004-06-18
5067,the terminator,1119.0473593749998,71619031,6400000,38019031,78019031,['None'],[nan],[nan],,1984-10-26
5068,the terrorist,680.172,170043,25000,195043,195043,['None'],[nan],[nan],,2000-01-14
5069,the texas chainsaw massacre,1099.636877777778,98967319,9000000,80571655,107967319,['None'],[nan],[nan],,2003-10-17
5070,the texas chainsaw massacre 2,70.7632340425532,3325872,4700000,8025872,8025872,['None'],[nan],[nan],,1986-08-22
5071,the texas chainsaw massacre the beginning,215.73601875000003,34517763,16000000,39517763,50517763,['None'],[nan],[nan],,2006-10-06
5072,the theory of everything,722.1846133333333,108327692,15000000,35893537,123327692,"['None', 'Biography', 'Romance', 'Drama']",['James Marsh'],"['Jane Hawking', 'Anthony McCarten']",123.0,2014-11-07
5073,the thief and the cobbler,-97.21135,-23330724,24000000,669276,669276,['None'],[nan],[nan],,1995-08-25
5074,the thin red line,87.90198846153847,45709034,52000000,36400491,97709034,['None'],[nan],[nan],,1998-12-23
5075,the thing,-27.43926842105263,-10426922,38000000,16999934,27573078,"['Thriller', 'Horror', 'Science Fiction', 'Sci-Fi', 'Mystery']",['Matthijs van Heijningen Jr.'],"['Eric Heisserer', 'John W. Campbell Jr.']",103.0,2011-10-14
5076,the thirteenth floor,-26.1821625,-4189146,16000000,11810854,11810854,['None'],[nan],[nan],,1999-05-28
5077,the thomas crown affair,158.96721666666667,76304264,48000000,69304264,124304264,['None'],[nan],[nan],,1999-08-06
5078,the thousand miles,-100.0,-20000000,20000000,0,0,['None'],[nan],[nan],,2017-12-31
5079,the three musketeers,55.41990333333333,49877913,90000000,20377913,139877913,"['None', 'Action', 'Adventure', 'Romance']",['Paul W.S. Anderson'],"['Andrew Davies', 'Alex Litvak', 'Alexandre Dumas']",110.0,2011-10-21
5080,the three stooges,80.17416333333334,24052249,30000000,44338224,54052249,"['Comedy', 'Family']","['Peter Farrelly', 'Bobby Farrelly']","['Mike Cerrone', 'Peter Farrelly', 'Bobby Farrelly']",92.0,2012-04-13
5081,the tigger movie,380.73844,76147688,20000000,45542421,96147688,['None'],[nan],[nan],,2000-02-11
5082,the timber,-100.0,-2100000,2100000,0,0,"['None', 'Action', 'Adventure', 'Drama']","[""Anthony O'Brien""]","['Colin Ossiander', 'Steve Allrich', ""Anthony O'Brien""]",81.0,2015-10-06
5083,the time machine,23.729487499999998,18983590,80000000,56684819,98983590,['None'],[nan],[nan],,2002-03-08
5084,the time traveler s wife,162.39008974358975,63332135,39000000,63414846,102332135,['None'],[nan],[nan],,2009-08-14
5085,the to do list,175.2552,2628828,1500000,3491669,4128828,"['Comedy', 'Romance']",['Maggie Carey'],['Maggie Carey'],104.0,2013-07-26
5086,the touch,-70.40629,-14081258,20000000,0,5918742,['None'],[nan],[nan],,2004-03-31
5087,the tourist,178.731369,178731369,100000000,67631157,278731369,"['Action', 'Adventure', 'Thriller', 'Romance']",['Florian Henckel von Donnersmarck'],"['Florian Henckel von Donnersmarck', 'Julian Fellowes', 'Christopher McQuarrie', 'Jérôme Salle']",103.0,2010-12-10
5088,the town,312.3429216216216,115566881,37000000,92186262,152566881,"['Drama', 'Crime', 'Thriller']",['Ben Affleck'],"['Peter Craig', 'Chuck Hogan', 'Ben Affleck', 'Aaron Stockard']",125.0,2010-09-17
5089,the toxic avenger,-100.0,-475000,475000,0,0,['None'],[nan],[nan],,1984-12-31
5090,the toxic avenger part ii,-100.0,-2300000,2300000,0,0,['None'],[nan],[nan],,2015-04-15
5091,the train,17.24137931034483,1000000,5800000,6800000,6800000,['None'],[nan],[nan],,1965-03-07
5092,the transporter,109.18539047619046,22928932,21000000,25296447,43928932,['None'],[nan],[nan],,2002-10-11
5093,the transporter 2,178.05768125,56978458,32000000,43095856,88978458,['None'],[nan],[nan],,2005-09-02
5094,the transporter refueled,216.81134090909092,47698495,22000000,16029670,69698495,"['Action', 'Thriller', 'Adventure', 'Crime', 'Mystery']",['Camille Delamarre'],"['Robert Mark Kamen', 'Luc Besson', 'Adam Cooper', 'Bill Collage']",96.0,2015-09-04
5095,the tree of life,76.34807428571429,26721826,35000000,13305665,61721826,"['Drama', 'Fantasy']",['Terrence Malick'],['Terrence Malick'],139.0,2011-05-27
5096,the trials of darryl hunt,-99.3915,-198783,200000,1217,1217,['None'],[nan],[nan],,2007-06-15
5097,the trouble with harry,483.3333333333333,5800000,1200000,7000000,7000000,['None'],[nan],[nan],,1955-10-03
5098,the truman show,340.19700166666667,204118201,60000000,125618201,264118201,['None'],[nan],[nan],,1998-06-05
5099,the tuxedo,74.049375,44429625,60000000,50586000,104429625,['None'],[nan],[nan],,2002-09-27
5100,the twilight saga breaking dawn part 1,440.721608627451,561920051,127500000,281287133,689420051,"['None', 'Adventure', 'Fantasy', 'Drama']",['Bill Condon'],"['Stephenie Meyer', 'Melissa Rosenberg']",117.0,2011-11-18
5101,the twilight saga breaking dawn part 2,509.1958421439061,693524737,136200000,292324737,829724737,"['Drama', 'Adventure', 'Fantasy', 'Romance']",['Bill Condon'],"['Stephenie Meyer', 'Melissa Rosenberg']",115.0,2012-11-16
5102,the twilight saga eclipse,938.3865117647058,638102828,68000000,300531751,706102828,"['None', 'Adventure', 'Fantasy', 'Drama']",['David Slade'],"['Stephenie Meyer', 'Melissa Rosenberg']",124.0,2010-06-30
5103,the twilight saga new moon,1275.115454,637557727,50000000,296623634,687557727,['None'],[nan],[nan],,2009-11-20
5104,the ugly truth,440.2602815789474,167298907,38000000,88915214,205298907,['None'],[nan],[nan],,2009-07-24
5105,the ultimate gift,-61.79183333333334,-5561265,9000000,3438735,3438735,['None'],[nan],[nan],,2007-03-09
5106,the unborn,388.805075,62208812,16000000,42670410,78208812,['None'],[nan],[nan],,2009-01-09
5107,the untouchables,205.081816,51270454,25000000,76270454,76270454,['None'],[nan],[nan],,1987-06-03
5108,the upside,217.39876266666664,81524536,37500000,108235497,119024536,"['Comedy', 'None', 'Drama']",[nan],[nan],,2019-01-11
5109,the upside of anger,140.964675,16915761,12000000,18761993,28915761,['None'],[nan],[nan],,2005-03-11
5110,the usual suspects,474.1559333333333,28449356,6000000,23341568,34449356,['None'],[nan],[nan],,1995-08-16
5111,the valley of decision,322.77777777777777,6972000,2160000,9132000,9132000,['None'],[nan],[nan],,1945-05-03
5112,the vatican exorcisms,-100.0,-1100000,1100000,0,0,"['None', 'Horror']",['Joe Marino'],"['Mauro Paolucci', 'Salvatore Scarico']",76.0,2013-12-31
5113,the vatican tapes,14.839876923076922,1929184,13000000,1784763,14929184,"['Horror', 'Thriller']",['Mark Neveldine'],"['Michael C. Martin', 'Chris Morgan', 'Christopher Borrelli']",91.0,2015-07-24
5114,the veil,-100.0,-4000000,4000000,0,0,['None'],[nan],[nan],,2015-12-31
5115,the velocity of gary,-99.14637499999999,-3965855,4000000,34145,34145,['None'],[nan],[nan],,1999-07-16
5116,the verdict,237.3578125,37977250,16000000,53977250,53977250,['None'],[nan],[nan],,1982-12-08
5117,the village,259.4181658894598,185958659,71682975,114197520,257641634,['None'],[nan],[nan],,2004-07-30
5118,the virgin suicides,76.99616666666667,4619770,6000000,4859475,10619770,['None'],[nan],[nan],,2000-04-21
5119,the virginity hit,-68.1647,-1363294,2000000,636706,636706,"['None', 'Comedy']","['Huck Botko', 'Andrew Gurland']","['Huck Botko', 'Andrew Gurland']",86.0,2010-09-24
5120,the visit,1873.5563200000001,93677816,5000000,65206105,98677816,"['Horror', 'Thriller', 'Mystery']",['M. Night Shyamalan'],['M. Night Shyamalan'],94.0,2015-09-11
5121,the visitor,379.37042499999995,15174817,4000000,9427026,19174817,['None'],[nan],[nan],,2008-04-11
5122,the vow,558.7271999999999,167618160,30000000,125014030,197618160,"['Drama', 'Romance']",['Michael Sucsy'],"['Stuart Sender', 'Marc Silverstein', 'Abby Kohn', 'Jason Katims']",104.0,2012-02-10
5123,the wackness,-44.4998,-2669988,6000000,2077046,3330012,['None'],[nan],[nan],,2008-07-03
5124,the walk,75.69172571428572,26492104,35000000,10161183,61492104,"['None', 'Crime', 'Thriller']","['Robert Zemeckis', 'Timothy Fielding']","['Robert Zemeckis', 'Timothy Fielding', 'Philippe Petit', 'Christopher Browne']",89.0,2015-09-30
